serial,firm,permission_date,permission_date_raw,permission_no,drug_name,indication,dosage_form,permission_type,source_name,source_url,out_of_scope,out_of_scope_reason,retrieved_utc
127,M/s Bayer Pharmaceutic als Pvt. Ltd.,2025-07-22,22.07.2025,IMP/BIO/25/000088,"Antihemophilic Factor (Recombinant Factor VIII) I.P. 250 IU, 500 IU, 1000 IU, 2000 IU, 3000 IU vial",Indicated for use in previously treated adults and adolescents (12 years of age and older) with hemophilia A (congenital Factor VIII deficiency) for:  On-demand treatment and control of bleeding episodes.  Perioperative management of bleeding  Routine prophylaxis to reduce the frequency of bleeding episodes.,"Dosage Form: Lyophilized powder for solution for injection along with vial adapter Additional Strength: 250 IU, 500 IU, 1000 IU, 2000 IU, 3000 IU vial",import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
128,M/s Pfizer Products India Private Limited,2025-07-25,25.07.2025,IMP/BIO/25/000090,Marstacimab,"Indicated for routine prophylaxis to prevent or reduce the frequency of bleeding episodes in adult and pediatric patients 12 years of age and older with: • hemophilia A (congenital factor VIII deficiency) without factor VIII inhibitors, or • hemophilia B (congenital factor IX deficiency) without factor IX inhibitors.",Dosage Form: Solution for Injection in pre-filled pen Strength: 150mg/ml,import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
129,M/s Eisai Pharmaceutical s India Private Limited,2025-07-25,25.07.2025,IMP/BIO/25/000091,Lecanamab,To slow the progression of mild cognitive impairment and mild dementia due to Alzheimer’s disease.,Dosage Form: Concentrate for solution for infusion Strength: 100 mg/mL,import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
130,M/s Pfizer Products India Private Limited,2025-08-22,22.08.2025,IMP/BIO/25/000101,Elranatamab,"Indicated as monotherapy for the treatment of adult patients with relapsed and refractory multiple myeloma, who have received at least four prior therapies, including an immunomodulatory agent, a proteasome inhibitor, and an anti-CD38 antibody and have demonstrated disease progression on the last therapy.",Dosage Form: Solution for injection in a single dose vial. Strength: 44mg/1.1 mL (40mg/mL) and 76mg/1.9mL (40mg/mL),import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,indication names myeloma,2026-08-05T12:34:01+00:00
131,M/s Bristol- Myers Squibb India Pvt. Ltd.,2025-08-26,26.08.2025,IMP/BIO/25/000103,FDC of Nivolumab and Relatlimab,For the treatment of adult & pediatric patients 12 years of age or older with unresectable or metastatic melanoma,Dosage form: Concentrate for Solution for Infusion. Strength: 240mg/80mg (r-DNA origin) in 20 ml,import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,nivolumab is an oncology molecule,2026-08-05T12:34:01+00:00
132,M/s Johnson & Johnson Pvt. Ltd.,2025-09-03,03.09.2025,IMP/BIO/25/000108 Note: Approval of Additional Indication,Amivantamab,"Amivantamab in combination with carboplatin and pemetrexed for the treatment of patients with locally advanced or metastatic NSCLC with EGFR exon 19 deletions or exon 21 L858R substitution mutations, whose disease has progressed on or after treatment with osimertinib",Dosage Form: Liquid concentrate for infusion. Strength: 350 mg,import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,indication names metastatic,2026-08-05T12:34:01+00:00
133,M/s Biocon Biologics Limited,2025-09-18,18.09.2025,IMP/BIO/25/000112,Aflibercept,1. Indicated for treatment of neovascular (wet) age- related macular degeneration (AMD) 2. Indicated for adults for the treatment of visual impairment due to macular oedema secondary to retinal vein occlusion (branch RVO or central RVO) 3. Indicated for adults for the treatment of visual impairment due to diabetic macular oedema (DME) 4. Indicated for adults for the treatment of visual impairment due to myopic choroidal neovascularisation.,Dosage Form: Solution for injection (Intravitreal use). Strength: 40 mg/ml,import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
134,M/s Novo Nordisk India Private Limited,2025-09-19,19.09.2025,IMP/BIO/25/000115,Semaglutide Injection,"Semaglutide injection is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus  To reduce the risk of major adverse cardiovascular events in adults with type 2 diabetes mellitus and established cardiovascular disease  To reduce the risk of sustained eGFR decline, end-stage kidney disease and cardiovascular death in adults with type 2 diabetes mellitus and chronic kidney disease.","Dosage Form: Solution for Injection in pre-filled pen Strength: 0.25 mg, 0.5 mg, 1 mg",import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
135,M/s AstraZeneca Pharma India Limited,2025-09-30,30.09.2025,IMP/BIO/25/000120 Note: Approval of Additional Indication,Trastuzumab Deruxtecan,Trastuzumab Deruxtecan 100mg/5mL vial lyophilized powder for concentrate for solution for infusion is indicated for the treatment of adult patients with unresectable or metastatic HER2-positive (IHC3+) solid tumors who have received prior systemic treatment and have no satisfactory alternative treatment options,"Dosage Form: Single use sterile, lyophilized powder for concentrate for solution for infusion Strength: 100 mg/ 5 ml",import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,trastuzumab is an oncology molecule,2026-08-05T12:34:01+00:00
136,M/s Bristol- Myers Squibb India Pvt. Ltd.,2025-10-01,01.10.2025,IMP/BIO/25/000116 Note:,Nivolumab,"Nivolumab, in combination with platinum-doublet chemotherapy, is indicated for the neoadjuvant treatment of adult patients with resectable (tumors ≥4 cm or node positive) NSCLC and no known epidermal growth factor receptor (EGFR) mutations or anaplastic lymphoma kinase (ALK) rearrangements, followed by single-agent Nivolumab as adjuvant treatment after surgery.",Dosage Form: concentrate for solution for infusion. Strength: 10 mg/ml,import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,nivolumab is an oncology molecule,2026-08-05T12:34:01+00:00
137,M/s Ferring Pharmaceutical s Pvt. Ltd.,2025-10-03,03.10.2025,IMP/BIO/25/000119,Follitropin Delta,Controlled ovarian stimulation for the development of multiple follicles in women undergoing assisted reproductive technologies (ART) such as an in vitro fertilisation (IVF) or intracytoplasmic sperm injection (ICSI) cycle,"Dosage Form: Solution for Injection in a pre-filled pen for subcutaneous use Strength: 12mcg per 0.36mL, 36mcg per 1.08mL and 72mcg per 2.16 mL",import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
138,M/s Eli Lilly And Company (India) Pvt. Ltd.,2025-10-03,03.10.2025,IMP/BIO/25/000117,Donanemab,"For the treatment of Alzheimer’s disease. Treatment with donanemab should be initiated in patients with mild cognitive impairment or mild dementia stage of disease, the population in which treatment was initiated in the clinical trials",Dosage Form: Solution for intravenous infusion. Strength: 350 mg/20 mL (17.5 mg/mL),import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
139,M/s Johnson & Johnson Pvt. Ltd,2025-10-30,30.10.2025,IMP/BIO/25/000130 Note: Approval of Additional Indication,Daratumumab,"Daratumumab in combination with bortezomib, lenalidomide and dexamethasone for the treatment of adult patients with newly diagnosed multiple myeloma who are eligible for autologous stem cell transplant.",Dosage Form- liquid for subcutaneous injection. Strength: 1800 mg (120 mg/mL).,import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,daratumumab is an oncology molecule,2026-08-05T12:34:01+00:00
140,M/s Bristol- Myers Squibb India Pvt. Ltd.,2025-11-17,17.11.2025,IMP/BIO/25/000138 Note: Approval of Additional Indication,Nivolumab,"1. Hepatocellular Carcinoma:- Nivolumab, in combination with ipilimumab, is indicated for the first-line treatment of adult patients with unresectable or metastatic hepatocellular carcinoma (HCC). 2. Melanoma:- Nivolumab, in combination with ipilimumab, is indicated for the treatment of patients with unresectable or metastatic melanoma",Dosage Form: concentrate for solution for infusion. Strength: 10 mg/ml,import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,nivolumab is an oncology molecule,2026-08-05T12:34:01+00:00
141,M/s Bristol- Myers Squibb India Pvt. Ltd.,2025-11-17,17.11.2025,IMP/BIO/25/000139 Note: Approval of Additional Indication,Nivolumab,"1. Colorectal Cancer (CRC): Nivolumab, in combination with ipilimumab, is indicated for the treatment of adult and pediatric patients 12 years and older with unresectable or metastatic microsatellite instability-high (MSI- H) or mismatch repair deficient (dMMR) metastatic colorectal cancer (CRC). 2. Malignant Pleural Mesothelioma: Nivolumab, in combination with ipilimumab, is indicated for the first-line treatment of adult patients with unresectable malignant pleural mesothelioma.",Dosage Form: concentrate for solution for infusion. Strength: 10 mg/ml,import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,nivolumab is an oncology molecule,2026-08-05T12:34:01+00:00
142,M/s MSD Pharmaceutical s Private Limited,2025-11-18,18.11.2025,IMP/BIO/25/000141 Note: Approval of Additional Indication,Pembrolizumab,"1. KEYTRUDA® (pembrolizumab) in combination with chemoradiotherapy (external beam radiation therapy followed by brachytherapy), is indicated for the treatment of FIGO 2014 Stage III -IVA locally advanced cervical cancer in adults who have not received prior definitive therapy. 2. KEYTRUDA® (pembrolizumab), in combination with fluoropyrimidine and platinum- containing chemotherapy, is indicated for the first-line treatment of locally advanced unresectable or metastatic HER2-negative gastric or gastro-oesophageal junction adenocarcinoma in adults whose tumours express PD-L1 with a CPS≥1 3. KEYTRUDA® (pembrolizumab), in combination with gemcitabine and cisplatin, is indicated for the first-line treatment of locally advanced unresectable or metastatic biliary tract carcinoma in adults.",Dosage Form: Solution for infusion Strength: 100 mg/4mL (25 mg/ml),import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,pembrolizumab is an oncology molecule,2026-08-05T12:34:01+00:00
143,M/s Bristol- Mayer Squibb India Pvt. Ltd.,2024-11-24,24.11.2024,IMP/BIO/25/000144 Note: Approval of Additional Indication,Ipilimumab,"1. Colorectal Cancer (CRC): Ipilimumab, in combination with nivolumab, is indicated for the treatment of adult and pediatric patients 12 years and older with unresectable or metastatic microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR) metastatic colorectal cancer (CRC). 2. Malignant Pleural Mesothelioma: Ipilimumab, in combination with nivolumab, is indicated for the first- line treatment of adult patients with unresectable malignant pleural mesothelioma.","Dosage Form: concentrate for solution for infusion for intravenous injection, Single use vial Strength: 50mg/10Ml (5mg/Ml)",import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,ipilimumab is an oncology molecule,2026-08-05T12:34:01+00:00
144,M/s Sun Pharma Distributors Limited,2025-12-02,02.12.2025,IMP/BIO/25/000150,Tildrakizumab,Indicated for the treatment of adults with moderate- to-severe plaque psoriasis who are candidates for systemic therapy or phototherapy.,Dosage Form: Single Dose Pre-filled Syringe with stalked needle and,import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
145,M/s Pharma India Private Limited,,GSK,15.12.2025,IMP/BIO/25/000160,Dostarlimab,Dostarlimab is indicated in combination with carboplatin and paclitaxel for the first-line treatment of adult patients with primary advanced or recurrent endometrial cancer (EC) who are candidates for systemic therapy,import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
146,M/s. Astrazeneca Pharma India Limited,,,16.12.2025,,,"For the treatment of adult patients with unresectable or metastatic, hormone receptor (HR)- positive, human epidermal growth factor receptor 2 (HER2)-negative (IHC 0, IHC 1+, or IHC 2+/ISH-) breast cancer who have received prior endocrine-based therapy and chemotherapy for unresectable or metastatic disease",import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
147,M/s Bristol- Mayer Squibb India Pvt. Ltd.,,,19.12.2025,IMP/BIO/25/000162 Note: Approval of Additional Indication,Ipilimumab,"1. Hepatocellular Carcinoma: - Ipilimumab, in combination with nivolumab, is indicated for the first line treatment of adult patients with unresectable or metastatic hepatocellular carcinoma (HCC). 2. Melanoma: - Ipilimumab, in combination with Nivolumab, is indicated for the treatment of unresectable or metastatic melanoma in adult patients.",import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
148,M/s Astellas Pharma India Pvt. Ltd.,,,19.12.2025,IMP/BIO/25/000163,Zolbetuximab,"Zolbetuximab in combination with fluoropyrimidine and platinum- containing chemotherapy, is indicated for the first-line treatment of adult patients with locally advanced unresectable or metastatic human epidermal growth factor receptor 2 (HER2)-negative gastric or gastroesophageal junction (GEJ) adenocarcinoma whose tumors are Claudin (CLDN) 18.2 positive.",import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
150,M/s AstraZeneca Pharma India Limited,,,30.01.2026,IMP/BIO/26/000007 Note: Approval of,"Durvalumab treatment, followed by single-agent Durvalumab, is indicated for the treatment of adult patients with resectable gastric or gastroesophageal junction adenocarcinoma (GC/GEJC).","Durvalumab in combination with fluorouracil, leucovorin, oxaliplatin and docetaxel (FLOT) chemotherapy as neoadjuvant and adjuvant Strength: 120mg/2.4ml & 500 mg/10ml",import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
152,M/s AstraZeneca Pharma India Limited,2026-02-09,09.02.2026,IMP/BIO/26/000006 Note: Approval of Additional Indication,Durvalumab,"Durvalumab in combination with carboplatin and paclitaxel is indicated for the first-line treatment of adults with primary advanced or recurrent endometrial cancer who are candidates for systemic therapy, followed by maintenance treatment with: -- Durvalumab as monotherapy in endometrial cancer that is mismatch repair deficient (Dmmr).",Dosage Form: Solution for Infusion. Strength: 120mg/2.4ml & 500 mg/10ml,import,"CDSCO r-DNA register — CT-18 Approvals Jan, 2020 - June 2026.pdf",https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,durvalumab is an oncology molecule,2026-08-05T12:34:01+00:00
