molecule_read,brand_read,strength_read,dosage_type,raw,cghs_list,standing_technical_committee_required,approved_by,restricted,stc_cost_triggers,source_name,source_file,out_of_scope,out_of_scope_reason,retrieved_utc
Pemetrexed,,100MG,Inj.,PEMETREXED 100MG (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Pemetrexed,,500 MG,Inj.,PEMETREXED 500 MG (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Pertuzumab /Trastuzumab 1X1,,1200MG,Inj.,PERTUZUMAB 1200MG/TRASTUZUMAB 600MG 1X1,NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,True,pertuzumab is an oncology molecule,2026-08-05T15:26:38+00:00
Pertuzumab Per,,420 MG,Inj.,PERTUZUMAB 420 MG PER 14 ML (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,True,pertuzumab is an oncology molecule,2026-08-05T15:26:38+00:00
Pertuzumab /Trastuzumab 1X1,,600MG,Inj.,PERTUZUMAB 600MG/TRASTUZUMAB 600MG 1X1,NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,True,pertuzumab is an oncology molecule,2026-08-05T15:26:38+00:00
Pomalidomide,,1 MG,Caps,POMALIDOMIDE 1 MG (PACK SIZE 1X21),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Pomalidomide,,2 MG,Caps,POMALIDOMIDE 2 MG (PACK SIZE 1X21),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Pomalidomide,,4 MG,Caps,POMALIDOMIDE 4 MG (PACK SIZE 1X21),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Posaconazole 1X10,,100 MG,Tab,POSACONAZOLE 100 MG (1X10),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Posaconazole,,40 MG,Syrup,POSACONAZOLE 40 MG (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Ranibizumab,,0.5MG/0.05ML,Inj.,RANIBIZUMAB 0.5MG/0.05ML (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Recom Inter Beta 1A,,30MCG,Inj.,RECOM INTER BETA 1A 30MCG (PACK SIZE1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Regorafenib,,40 MG,Tab,REGORAFENIB 40 MG(PACK SIZE 1X28),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Ribociclib Succ P S 1X21,KRYXANA FCT,200 MG,Tab,RIBOCICLIB SUCC 200 MG (KRYXANA FCT) (P. S. 1X21),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Rituximab,,100MG,Inj.,RITUXIMAB 100MG (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,True,rituximab is an oncology molecule,2026-08-05T15:26:38+00:00
Rituximab,,500MG,Inj.,RITUXIMAB 500MG (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,True,rituximab is an oncology molecule,2026-08-05T15:26:38+00:00
Rivastigmine,,1.5 MG,Caps,RIVASTIGMINE 1.5 MG (PACK SIZE 1X10),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Rivastigmine,,3 MG,Caps,RIVASTIGMINE 3 MG (PACK SIZE 1X10),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Rivastigmine 10Cm2,EXELON,,Patch,RIVASTIGMINE PATCH 10CM2 (EXELON) (PACK SIZE 1X30),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Rivastigmine 15Cm2,EXELON,,Patch,RIVASTIGMINE PATCH 15CM2 (EXELON) (PACK SIZE 1X30),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Rivastigmine 5Cm2,EXELON,,Patch,RIVASTIGMINE PATCH 5CM2 (EXELON) (PACK SIZE 1X30),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Romiplostim,,250mcg,Inj.,ROMIPLOSTIM 250mcg Inj (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,True,romiplostim is an oncology molecule,2026-08-05T15:26:38+00:00
Romiset Injection,,,Inj.,Romiset Injection,NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Romy Injection,,,Inj.,Romy Injection,NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Ruxolitinib,JAKAVI,15 MG,Tab,RUXOLITINIB 15 MG (JAKAVI ) (PACK SIZE 1X10),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Ruxolitinib,JAKAVI,20 MG,Tab,RUXOLITINIB 20 MG (JAKAVI ) (PACK SIZE 1X10),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Ruxolitinib Pack Size 1X10,JAKAVI,5 MG,Tab,RUXOLITINIB 5 MG (JAKAVI ) (PACK SIZE 1X10,NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Sargramostin,,500 MCG,Inj.,SARGRAMOSTIN 500 MCG (PACK SIZE1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Secukinimab,SCAPHO,150 MG,Inj.,SECUKINIMAB 150 MG (SCAPHO) (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Sofosbuvir,,400 MG,Tab,SOFOSBUVIR 400 MG (PACK SIZE 1X28),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Sofosbuvir +Velpatasvir 1X28,,400MG,Tab,SOFOSBUVIR 400MG+VELPATASVIR 100MG (1X28),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Somatropin,NORDITROPIN,15 IU,Inj.,SOMATROPIN 15 IU (NORDITROPIN) (PACK SIZE1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Somatropin,,16 IU,Inj.,SOMATROPIN 16 IU (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Somatropin,,18 IU,Inj.,SOMATROPIN 18 IU (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Somatropin,,36 IU,Syringe,SOMATROPIN 36 IU (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Somatropin,NORDITROPIN,45 IU,Inj.,SOMATROPIN 45 IU (NORDITROPIN) (PACK SIZE1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Somatropin Ip,,4IU,Syringe,SOMATROPIN IP - 4IU (1.33MG/ML)(PACKSIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Sorafenib,SORANIB,200MG,Tab,SORAFENIB 200MG (SORANIB) (PACK SIZE1X30),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Sunitinib Malate,,12.5 MG,Tab,SUNITINIB MALATE 12.5 MG (PACK SIZE1X7),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Sunitinib Malate,,25 MG,Tab,SUNITINIB MALATE 25 MG (PACK SIZE1X7),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Sunitinib Malate,,50 MG,Tab,SUNITINIB MALATE 50 MG (PACK SIZE1X7),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Taurolidine 2Gm,,100ML,Inj.,TAUROLIDINE 2GM/100ML INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Temozolomide,,100 MG,Caps,TEMOZOLOMIDE 100 MG (PACK SIZE1X5),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Temozolomide,,20 MG,Caps,TEMOZOLOMIDE 20 MG (PACK SIZE1X5),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Temozolomide,,250 MG,Caps,TEMOZOLOMIDE 250 MG (PACK SIZE1X5),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Teriparatide,,750 MCG/ 3 ML,Cartridge,TERIPARATIDE 750 MCG/ 3 ML INJ (PACK SIZE1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Tirzepatide,MOUNJARO,10 MG/0.6 ML,Pfp,TIRZEPATIDE 10 MG/0.6 ML MULTIDOSE PREFILLED PEN (MOUNJARO) (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Tirzepatide,MOUNJARO,12.5 MG/0.6 ML,Pfp,TIRZEPATIDE 12.5 MG/0.6 ML MULTIDOSE PREFILLED PEN (MOUNJARO) (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Tirzepatide,MOUNJARO,15 MG/0.6 ML,Pfp,TIRZEPATIDE 15 MG/0.6 ML MULTIDOSE PREFILLED PEN (MOUNJARO) (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Tirzepatide,MOUNJARO,2.5 MG/0.6 ML,Pfp,TIRZEPATIDE 2.5 MG/0.6 ML MULTIDOSE PREFILLED PEN (MOUNJARO) (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Tirzepatide,MOUNJARO,5 MG/0.6 ML,Pfp,TIRZEPATIDE 5 MG/0.6 ML MULTIDOSE PREFILLED PEN (MOUNJARO) (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Tirzepatide,MOUNJARO,7.5 MG/0.6 ML,Pfp,TIRZEPATIDE 7.5 MG/0.6 ML MULTIDOSE PREFILLED PEN (MOUNJARO) (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Tocilizumab Monopack,ACTEMRA,162MG,Solution,TOCILIZUMAB 162MG (ACTEMRA) MONOPACK PREFILLED SYRINGE,NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Tocilizumab,,200 MG,Inj.,TOCILIZUMAB 200 MG (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Tocilizumab,,400 MG,Inj.,TOCILIZUMAB 400 MG (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Tocilizumab,,80 MG,Inj.,TOCILIZUMAB 80 MG (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Tpgs Docetaxel,,120 MG,Inj.,TPGS DOCETAXEL 120 MG (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Tpgs Docetaxel,,20 MG,Inj.,TPGS DOCETAXEL 20 MG (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Tpgs Docetaxel,,80 MG,Inj.,TPGS DOCETAXEL 80 MG INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Trastuzumab,,150 MG,Inj.,TRASTUZUMAB 150 MG (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,True,trastuzumab is an oncology molecule,2026-08-05T15:26:38+00:00
Trastuzumab,,440 MG,Inj.,TRASTUZUMAB 440 MG (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,True,trastuzumab is an oncology molecule,2026-08-05T15:26:38+00:00
Trastuzumab Deruxtecan,ENHERTU,100 MG,Inj.,TRASTUZUMAB DERUXTECAN (ENHERTU) 100 MG INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,True,trastuzumab is an oncology molecule,2026-08-05T15:26:38+00:00
Triptorelin,,11.25 MG,Inj.,TRIPTORELIN 11.25 MG (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Triptoreline,,3.75MG,Inj.,TRIPTORELINE 3.75MG (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Ustekinumab,,130 MG,Inj.,USTEKINUMAB 130 MG INJ (PACK SIZE 1x1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Ustekinumab,,90 MG,Inj.,USTEKINUMAB 90 MG INJ (PACK SIZE 1x1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
V Gavir,,450 mg,Tab,V Gavir 450 mg,NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Valganciclovir,,450 MG,Tab,VALGANCICLOVIR 450 MG (PACK SIZE 1X2),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Vedolizumab Pack 1X1,KYNTELES,300 MG,Inj.,VEDOLIZUMAB 300 MG (KYNTELES) PACK (1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Venetoclax,,100 MG,Tab,VENETOCLAX 100 MG TAB (PACK SIZE 7X4 28 TAB),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Vinorlebine,,10 MG,Inj.,VINORLEBINE 10 MG (PACK SIZE1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Vinorlebine,,50 MG,Inj.,VINORLEBINE 50 MG (PACK SIZE1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Voriconazole,,200 MG,Tab,VORICONAZOLE 200 MG (PACK SIZE 1X4),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Zoledronic Acid,,4MG,Inj.,ZOLEDRONIC ACID 4MG (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Zoledronic Acid,,5 MG,Inj.,ZOLEDRONIC ACID 5 MG (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
